expression,context,category
mniej lub bardziej,Trochę czasu minęło i w głowie zaczęły się pojawiać MNIEJ LUB BARDZIEJ sensowne myśli.,adv_pred
raz po raz,"Unieruchomiony pod stertą, nie obijał się o burty pędzącego szaleńczo wehikułu przetaczając się przez niego RAZ PO RAZ.",adv_pred
w rzeczywistości,"Rewolucja z chwilą upadku powstania warszawskiego W RZECZYWISTOŚCI już się dokonała, droga do niej była otwarta.",adv_pred
nie tylko,NIE TYLKO na tym świecie.,conj
tak i,"Jak mnie, TAK I jego chroń pośród nocy, bądź mu tarczą i puklerzem, bądź strażą nieuśpioną.",conj
ale i,"Toś nie tylko w Oławie, ALE I we Wrocławiu był.",conj
tak jak,"Tak jak bez różnicy dla głodujących żebraków, których widziałem w drodze, siedzących u ruin i pogorzelisk wsi.",conj
bo i,"Nie, Reynevan, żadnych nie mam informacyj o nijakich pannach. BO I skądby? To wojna.",conj
jak i,"Ha, rację masz zarówno waść, szlachetny panie rycerzu z Habdankiem w herbie, JAK I ty, czcigodny fratrze od świętego Franciszka.",conj
w ten sposób,W TEN SPOSÓB może zdobyć władzę i moc nad światem.,conj
a także,"A także wesoły i radosny, co zdumiewało, zważywszy okoliczności.",conj
gdyby chociaż,"I GDYBY CHOCIAŻ los zesłał mu skruchę, gorącą skruchę, która łamie serce, spędza sen z powiek, taką skruchę, której straszliwe męczarnie nasuwają myśl o pętli i topieli!",conj
po to by,"I PO TO, BY konie nie padły.",conj
tym bardziej,Ani TYM BARDZIEJ na trzymających stronę Albrechta katolików.,conj
choć i,"Mówię ci to, byś znał moje zamiary, CHOĆ I tak z pewnością domyśliłeś się ich po pytaniach, które stawiałem Schillingowi.",conj
jeśli nie,"JEŚLI NIE dało się takiego dopaść samego, w pojedynkę…",conj
w tym,"Turystyka przyrodnicza przyciąga osoby lubiące spędzać czas na łonie natury, podziwiać krajobrazy, w tym dziką roślinność i zwierzęta.",conj
jak tylko,"JAK TYLKO dolatywał mnie zapach spalonego węgla, od razu stawał mi przed oczyma początek mojej służby.",conj
tak samo jak,TAK SAMO JAK wesprzeć kontakty między naukowcami.,conj
i jeszcze,"Przed strefą zawsze jestem roztrzęsiony I JESZCZE trzeźwy na dodatek - złapałem go za pas i ze wszystkimi szczegółami opowiedziałem mu, kim jest i dlaczego matka go zrodziła.",conj
no a,"NO, A co pan wie o ""grzmiących serwetkach""?",conj
jakobym,"Bo potwarz to i fałsz, JAKOBYM napadł na poborcę.",conj
jak nie,"Jak nie liczyć i JAK NIE mierzyć, dzień jutrzejszy, wiesz o tym doskonale, będzie dla ciebie…",conj
od momentu kiedy,"Mniej więcej godzinę OD MOMENTU, KIEDY zamilkły ostatnie strzały, Wolf powiedział, że pojedzie na zwiad i pojechał sam.",conj
co się tyczy,"A to, że, dzięki Bogu, za chłopa nie wyszłam, to nie żęłam, nie pełłam i krów nie doiłam… bo CO SIĘ TYCZY gotowania i prania, to zdarzało się, zdarzało się…",conj
choć niby,"Przypowieści, podania, bajki - które, CHOĆ NIBY straszne, zawsze dobrze się kończą.",conj
tym bardziej że,"Tym bardziej, że nie jedyna to ostatnio twoja mania.",conj
zanim,"ZANIM się połapią, że to była rozgrywka.",conj
i choć,"I CHOĆ przypadkiem, ale na czas, jak widzę.",conj
tak by,"Każ go żywcem obedrzeć ze skóry. TAK, BY głowa została przy skórze. To zawsze daje efekt, tak, zawsze daje.",conj
a właśnie,"Jacyś ludzie, nie przybysze z Kosmosu, a właśnie ludzie.",conj
w tym i,Dowolne dzieło literackie - odrzekł spokojnie - W TYM I Biblia.,conj
a tymczasem,"A TYMCZASEM trzymają mnie tu siłą, świecą mi w oczy lampą, wsadzają do wanny.",conj
z tego że,"Pomiędzy nią a resztą pracowników nastąpiła krótka przerwa w czasie, wynikła z tego, że wszyscy najpierw podążyli w kierunku źródła hałasu.",conj
nie bacząc na to że,"NIE BACZĄC NA TO, ŻE wielebny Tylman do rozpuku się zaśmiewał, nosi wszelkie znamiona rytualnego.",conj
podczas gdy,"PODCZAS GDY Horn bez słowa ściskał prawice Reynevana i Polaków, Morawianie spędzili do kupy i wzięli pod straż ich niedawnych ciemiężycieli, teraz samych będących jeńcami.",conj
ale przecież,ALE PRZECIEŻ on tu diabli wiedzą jak narozrabia!,conj
po czym,"Włóczęga uniósł oko, PO CZYM wrócił do dmuchania.",conj
jakkolwiek,"Wieczny jej pokój, JAKKOLWIEK się nazywała!",conj
jeśli i,"Senne koszmary nie stanowiły ostatnimi czasy problemu dla Elenczy Stietencron - a JEŚLI I stanowiły, to niewielki i mało problematyczny.",conj
dopóty dopóki,"Gościć zaś będziemy panicza DOPÓTY, DOPÓKI nie zawita tu juczny koń z okupem.",conj
choćby,Mężczyzny? - a CHOĆBY - odrzekła butnie.,conj
albo i,Trądem nas zarazić gotów! ALBO I czym gorszym!,conj
oby jak,"OBY JAK najdalej, dodał w myśli. I nie wracajcie.",conj
co do,"Co do Elektry, ta nawet nie drgnęła, wpatrzona w ognisko pustym wzrokiem.",conj
zamiast powiedzieć że,"Prezydent, ZAMIAST POWIEDZIEĆ, ŻE Polacy mają wątpliwości, które Rosjanie postarają się wyjaśnić, zajął się oceną szefa naszego rządu.",conj
tyle samo,"Mniej więcej TYLE SAMO uncji i atomów potrzeba było, aby pan Jan Biberstein przeanalizował sytuację.",conj
im większy,"A IM WIĘKSZY sekret, tym większa nagroda.",conj
chyba że,CHYBA ŻE książę niedomaga.,conj
jak również,"Przemienienie metalu, JAK RÓWNIEŻ kamienia szlachetnego, w ciecz, w stan ciekły.",conj
jeśli tylko,"Jeśli tylko teren pozwalał, podrywali je do galopu, gnali ile sił.",conj
od czasu gdy,"OD CZASU, GDY panicz Gebhard i tu obecny pan Sylwester z Kralic ułożyli swój sprytny, acz niezbyt uczciwy plan, sytuacja uległa zmianie.",conj
byleby tylko,BYLEBY TYLKO mnie nie zdradzili.,conj
być może,"Niech najpierw sam zrozumie, sam pomyśli, a wtedy, być może, go posłucham.",parenth
w taki oto sposób,"W TAKI OTO SPOSóB wiem, kto położył kres romansowi Wirydy Hornig.",parenth
przede wszystkim,"Dumie z własnych korzeni towarzyszyła jednak trudna czasem do zniesienia pogarda dla nacji, które Czibulka określał jako „napływowe' - PRZEDE WSZYSTKIM Niemców.",parenth
na domiar złego,"NA DOMIAR ZŁEGO… nagle pchnął konia wprost na Samsona, jakby chciał go staranować.",parenth
w takim razie,"Do czego W TAKIM RAZIE, jeśli nie do rad, jestem ci potrzebny?",parenth
w każdym razie,W KAŻDYM RAZIE na Węgry wywieźć cię nie zdołam.,parenth
nawiasem mówiąc,"Nawiasem mówiąc, musiałem z tym doktorem uważać.",parenth
wydaje mi się,"To, wydaje mi się, samo nie przejdzie.",parenth
przy tym,"A PRZY TYM, mimo całej siły pociągu fizycznego, nie przypominało to jakiejś gwałtownej namiętności.",parenth
mówiąc wprost,"Mogę, mówiąc wprost, wydać cię w ręce Prażan.",parenth
można powiedzieć,"Umiem załatwiać takie rzeczy. Mam to, MOŻNA POWIEDZIEĆ, we krwi. Od pokoleń.",parenth
w gruncie rzeczy,"Regułą, a W GRUNCIE rzeczy zasługą przeoryszy było to, że każdy z gości występował z kazaniem lub wykładem dla mniszek.",parenth
dzięki bogu,Dzięki Bogu uwierzyli i w końcu odeszli.,parenth
jak wiadomo,"Okazało się, że Tempe, JAK WIADOMO, był u szczytu, pani Osłabędzka umarła na serce w nędzy.",parenth
z punktu widzenia,"Z punktu widzenia strategii i obronności, raubritterska osada Kromolin była ulokowana korzystnie.",parenth
raczej wątpię,Raczej wątpię - Raczyński nie czekał na tertio - by Europa na to przystała.,parenth
moim zdaniem,"Podejrzanych nadal było ośniu ludzi, z czego dwoje, MOIM ZDANIEM, można wykluczyć z powodów psychologicznych.",parenth
jednym słowem,"Zrobił to jednym gestem i JEDNYM SŁOWEM, Reynevan w życiu nie widział równie sprawnie rzuconego zaklęcia.",parenth
to bardziej,- to bardziej - Szarlej uniósł arkusz wyjęty spod drugiej maszyny.,parenth
według mnie,"WEDŁUG MNIE przed rzeczami nieuchronnymi niezwykle łatwo się uchronić, wystarczy zwyczajnie ich nie robić.",parenth
w zasadzie,"W zasadzie po salwie można było spodziewać się szturmu, ale nic nań nie wskazywało.",parenth
oczywista rzecz,"Oczywista rzecz, panie von Sagar.",parenth
wydawało mi się,"Wydawało mi się, że wciąż nie traktujesz mnie poważnie.",parenth
jak mawiają,"Nie ma, JAK MAWIAJĄ, dymu bez ognia.",parenth
trzeba powiedzieć,"Trzeba powiedzieć, że niedostatki jego talentu widoczne w jego przedwojennych utworach, pomogły mu.",parenth
da bóg,"A w zamieci i wietrze, da Bóg, może się jakoś przemkniem…",parenth
tak czy inaczej,"Tak czy inaczej, zaczynam mieć dość twojej bezczelności.",parenth
jeśli pan woli,"Sasza Wolf, Aleksander Andriejewicz, JEŚLI PAN WOLI.",parenth
na miłosierdzie boskie,"A, NA MIŁOSIERDZIE BOSKIE! - zawołał - czy to ziemia jest rajem, żeby od niej wszystkiego dobrego razem wymagać było można!",parenth
co znaczy,"Ot, co znaczy wiedzieć, na jakiego konia postawić!",parenth
bez wątpienia,"I BEZ WĄTPIENIA Awdotia Romanowna została wtajemniczona w te wszystkie mroczne tajemne opowieści, które o mnie krążyły.",parenth
z mego punktu widzenia,"Czy był Anglikiem, czy Rosjaninem, to także, Z MEGO PUNKTU WIDZENIA, nie miało znaczenia.",parenth
inaczej mówiąc,"Unikał jednoznacznej odpowiedzi. Inaczej mówiąc, kręcił.",parenth
przy okazji,"PRZY OKAZJI, dzięki za ratunek.",parenth
wygląda na to,"WYGLĄDA NA TO, że lubimy takie pochwały.",parenth
nic do roboty,Oczywiście nie mam tu NIC DO ROBOTY.,parenth
jak widzicie,"JAK WIDZICIE, znane są mi nie tylko miana wasze i herby, ale i urzędy.",parenth
prawdę mówiąc,Prawdę mówiąc cała sprawa stała się jasna już wczoraj.,parenth
jakkolwiek by nie było,"Ale jakkolwiek by nie było, unikano mnie i bodaj pan jeden odnosił się do mnie życzliwie i starał zrozumieć.",parenth
a niech to diabli,Od początku. - A niech to diabli! Przecież mnie znasz.,parenth
innymi słowy,"Innymi słowy, Reinmarze, starość, żeby ją zaraza, nie radość.",parenth
z całą pewnością,"Z CAŁĄ PEWNOŚCIĄ to jest to klucz od którychś drzwi wewnętrznych, zna pan już przecież nasze zamki…",parenth
nie daj boże,"Jakby się co, Nicodemusie, NIE DAJ BOŻE, stało, spal wartko.",parenth
może okazać się,"Może okazać się, że nie zdołasz dostać się do miasta, nim Kralowiec zacznie oblężenie.",parenth
należy sądzić,"NALEŻY SĄDZIĆ, że bar Rawan będzie teraz niegroźny jak jagnię.",parenth
jak się okazało,"Oblegał, JAK SIĘ OKAZAŁO, tabor, wojsko polne pod dowództwem Prokopa Gołego i Jakuba Kromieszyna.",parenth
szczerze mówiąc,"Zgodził się, byś mu towarzyszył. Szczerze mówiąc, nie od razu. Ale przekonałem go.",parenth
jak głosi fama,"Do sierotek, które, JAK GŁOSI FAMA, ostro maszerują na północ i lada moment tu będą.",parenth
należy przypuszczać,"Należy przypuszczać, że 21 lipca tłum zdobył ratusz szturmem i że obrońcy zostali wymordowani lub rozproszeni.",parenth
jak to było w zwyczaju,"W salonie, jak to było w zwyczaju, były złocone meble, obrazy, dywany i kwiaty.",parenth
jakby,"O to, by teraz przekazać go innym. Też bandytom, ale innej JAKBY klasy.",part
więc jednak,"Odróżnia nas... tak..., więc jednak",part
także i,Odkrycie Harvey'a ma obok praktycznego także i filozoficzne znaczenie.,part
czy jak,"Pozwoliłem. Bo co on, zniewolony czy jak? Pogadaliśmy.",part
w dodatku,"Sami własny klasztor niszczą, w dodatku z ochotą.",part
prawie wcale,O niedoszłym synku swym koloru świeżej wątroby(?) Nie myślał już PRAWIE WCALE.,part
cóż dopiero,"Wyklętemu kubka wody nie Iza podać, CÓŻ DOPIERO przyjmować w kantorze i wchodzić w konszachty.",part
jakoby,To JAKOBY człek wolny. Mający JAKOBY prawo do samodzielności.,part
nieomalże,To było nieomalże ostatnie nasze zwycięstwo.,part
omal nie,Twój sekret OMAL NIE kosztował mnie życia.,part
nie inaczej,I to wszystko miałoby być za sprawą Birkarta Grellenorta? - NIE INACZEJ.,part
nic podobnego,Jej NIC PODOBNEGO przydarzyć się nie mogło więc to miłosierdzie nie budziło w niej żadnych osobistych uczuć czy też obaw.,part
nie to co,"NIE TO, CO jak pies chłeptać z beczki…",part
nie inaczej jak,"Za to zająć się czasami którąś z dziewcząt ze służby, lecz NIE INACZEJ JAK w poufnym porozumieniu z Marfą Pietrowna.",part
tak jakby,"To zaś są kłody na sztorc stawiane, żeby służyły TAK JAKBY za ściankę.",part
nieledwie,"Ale Baśka moja NIELEDWIE w waćpanny leciech dlatego poczuwam się w tym aby zaś miała czasem jakowąś uciechę grzeczną, a młodemu wiekowi przystojną.",part
co tam,"Gdybyś nie palił… CO TAM, i tak wystarczy tylko na kartofle i chleb.",part
to mianowicie,"Jeden z praskich mentorów Reynevana usiłował dowodzić odnośnie lotów czarodziejskich, a TO MIANOWICIE, że są one poddane kontroli mentalnej wysmarowanej maścią lotną czarownicy lub czarownika.",part
nijak nie,Żabkowie bagienni? Nijak nie. To ludzie właśnie.,part
czy jeno,"Ha! orłowe gniazdo, ale nie wiadomo, czy się orzeł w nim znajdzie, jako był Wiśniowiecki, CZY JENO wrona?.",part
najmniejszym czasem,"Matka NAJMNIEJSZYM CZASEM w pole, na drogę wychodziła, a my, młodsze bracia, tylko co oczu nie powyślepiali brata oficera wyglądając.",part
mimo wszystko,Zostawiliśmy cię MIMO WSZYSTKO w lepszym stanie.,part
otóż to właśnie,"Otóż to właśnie, otóż właśnie! - wołał z pośpiechem Krzysztof.",part
ale nie,"Rzez chwilę zdawało się, że rozsmarowało buka na ścianie, ALE NIE, po kilku sekundach osunął się po niej na ziemię.",part
jakżeż to,"A jakżeż to! To była, podobna, pierwsza kokota w Warszawie!",part
wyobraź ty sobie,"Kontuzja doprowadzi do zupełnego bezwładu, wyobraź, ty sobie! - zaraz go tutaj przywiozę.",part
nie tak znowu,"Nie bardzo, trochę, NIE TAK ZNOWU, żeby…",part
wraz z,"Ostrzy sobie na to zęby także Dmytro Firtasz — ukraiński przedsiębiorca, który WRAZ Z Gazpromem jest wspólnikiem spółki RosUkrEnergo, do zeszłego roku jednego z głównych dostawców gazu do Polski.",prep
nie bacząc na,"Jeden z krzyżaków, NIE BACZĄC NA rozkaz brania żywcem, zamierzył się do pchnięcia w gardło.",prep
w końcu,"Tę świątynię na szczycie wzgórza wzniesiono W KOŃCU IX wieku, za czasów panowania króla Yasovarmana.",prep
u boku,"Wiosna idzie, pomyślał sobie Reynevan, idąc U BOKU Szarleja rozmokłą miedzą.",prep
w charakterze,"Był świadkiem jak wręczałem Katarzynie Iwanownie W CHARAKTERZE przyjaciela nieboszczyka, pana Marmieładowa, pewną sumę na pogrzeb.",prep
w postaci,"Ponieważ strome stoki są w stanie utrzymać jedynie ograniczoną ilość śniegu, jego nadmiar będzie staczał się W POSTACI lawiny.",prep
od strony,OD STRONY Bramy Wrocławskiej słychać było strzały.,prep
z pomocą,"Czyż nie pospieszyłem ci Z POMOCĄ, wtedy, pod Lutomią?",prep
z powodu,"Na prostokątnej generalskiej twarzy Lemchena pojawiły się zmarszczki oznaczające ni to życzliwy uśmiech, ni to strapienie Z POWODU odrażającej aury, lub też, być może, z trudem opanowywaną chęć kichnięcia.",prep
w związku z,"Wśród mieszkańców Red Lake, w którym odbyły się pogrzeby Jeffa Wise'a i trzech z dziewięciu ofiar, rozeszła się wiadomość o aresztowaniu jeszcze jednego ucznia W ZWIĄZKU ZE strzelaniną w szkole z 21 marca.",prep
w wypadku,2 minister sprawiedliwości określa w drodze rozporządzenia zasady i tryb postępowania właściwych organów W WYPADKU gdy liczba osadzonych w zakładach karnych lub aresztach śledczych przekroczy w skali kraju ogólną pojemność tych zakładów.,prep
w początkach,"Zauważyłem w niej nowy rys, którego nie było W POCZĄTKACH naszej bliskości.",prep
patrząc na,"Zaraz przekonamy się, ile w tym prawdy, myślał sir John, PATRZĄC NA krzątaninę swego wojska i formowany wozowy szaniec.",prep
w krainie,Będziemy żyć w krainie ideałów i  duchowych wartości z pogardą patrząc na tysiące małych nieistotnych stworzeń.,prep
na koszt,W całym kraju korzysta z porady lekarskiej NA KOSZT właścicieli 41% a wcale jej nie doznaje 59.,prep
w zgodzie z,"Ich zespoły mogą organizować spotkania w ZGODNIE Z różnymi strefami czasowymi, czego lokalne kierownictwo może nie rozumieć.",prep
nie bez,"Zawsze wzdycha, gdy mowa o husytach. Widać NIE BEZ przyczyny.",prep
wnosząc z,"Za nimi rycerstwo, WNOSZĄC Z herbów głównie polskie.",prep
na korzyść,"Łupy graniczne, jak mi przyrzekano, przeniesie się NA KORZYŚĆ zwycięzców.",prep
w odróżnieniu od,"Nowy albo Mniejszy Tabor założył Żiżka w oparciu o orebitów, czyli tych prawowiernych, którzy gromadzili się na górze Oreb nieopodal Trzebiechowic, W ODRÓŻNIENIU OD taborytów, którzy zbierali się na górze Tabor nad rzeką Łużnicą i tam zbudowali swoje Hradziszcze.",prep
na zastosowanie,"W stosunku do tymczasowo aresztowanego przeniesionego na podstawie § 1 do zakładu karnego stosuje się regulamin wykonywania tymczasowego aresztowania, chyba że wyraził on zgodę na zastosowanie względem niego regulaminu wykonywania kary pozbawienia wolności.",prep
na podstawie,"Skazany może podjąć zatrudnienie NA PODSTAWIE umowy o pracę lub wykonywać pracę zarobkową na własny rachunek, za zgodą i na warunkach określonych przez dyrektora zakładu karnego.",prep
na mocy,"NA MOCY rozejmu i układu, wymuszonego na księciu oławskim Ludwiku, udostępniono im szpital Świętego Świerada.",prep
w porównaniu z,"Zaręczam wam, że to fraszka W PORÓWNANIU Z tym, co spotyka biskupich szpiegów.",prep
w miarę,"W miarę wypowiadanych zaklęć głos maga rósł, sięgał coraz wyższych rejestrów, pod koniec było to już niemal wycie, nieludzki, nienaturalny wizg.",prep
z zeznań,"Z zeznań świadka niezwłocznie sporządza się protokół, który przed podpisaniem daje się świadkowi do odczytania lub na jego żądanie odczytuje się mu czyniąc o tym wzmiankę.",prep
w imię,Uzdrów mnie i podźwignij W IMIĘ twego miłosierdzia.,prep
za pomocą,ZA POMOCĄ aparatury i środków technicznych służących do utrwalania obrazu lub dźwięku; utrwalony obraz lub dźwięk stanowi załącznik do protokołu.,prep
w celu,Tworzenie bezdusznych aksjomatów i sztywnych twierdzeń W CELU opisania prawdy oddala nas od możliwości jej poznania.,prep
w ramach,Większość świąt dotyczących świątyni obchodzona jest W RAMACH uroczystości rocznicowych świątyni lub urodzin rządzącego bóstwa albo jakiegoś innego wydarzenia związanego ze świątynią.,prep
między innymi,"Między innymi? A między jakimi, jeśli wolno spytać?",prep
w czasie,"Kampania północnoatlantycka W CZASIE II wojny światowej była jednym z najznamienitszych przykładów w najnowszych dziejach. Aby pomóc Brytyjczykom, Amerykanie podjęli próbę przerzucenia ludzi i sprzętu przez Ocean Atlantycki.",prep
w zależności,Trzeba przydawać twarzy bladości lub rumieńców - W ZALEŻNOŚCI od mody.,prep
aż do,"Nieboskłon ściemniał AŻ DO głębokiego mroku zimnego kosmosu, weszli na orbitę Ziemi.",prep
w oczach,W oczach Moskwy mogą bowiem podważać szczerość polskich intencji pojednania z Rosją.,prep
w toku,W wyniku wniesionego powództwa składniki mienia przejęte części mienia przejęte W TOKU wykonywania kary zwraca się uprawnionemu.,prep
w warunkach,Wykonywanie kary ograniczenia wolności polega na wykonywaniu przez skazanego wyznaczonej mu pracy oraz innych nałożonych obowiązków W WARUNKACH ograniczonej wolności.,prep
w przeciągu,"Udzielimy wam kredytu, spłacicie go… powiedzmy, W PRZECIĄGU trzech lat.",prep
obok,Na wniosek oskarżonego można również zawiadomić inną osobę zamiast lub OBOK osoby wskazanej w 1.,prep
w zasięgu,Pod wieczór pożary mieli już W ZASIĘGU wzroku.,prep
z pominięciem,"Oczywiście chodzi tu o tak zwane klasy wyższe Z POMINIĘCIEM należących do nich, według sposobu życia, przywódców klas niższych.",prep
niezależnie od,"Wszyscy, NIEZALEŻNIE OD wieku, umiejętności i płci.",prep
niedaleko za,"Tak więc przerwy robili na świeżym powietrzu. Niedaleko za Siewierzem, pośród przydrożnej brzeziny.",prep
w okolicy,"Gdy Prokop Goły zjawił się pod Nysą, zastał W OKOLICY Mnisiej Łąki Ślązaków pod bronią i sztandarami, uszykowanych i gotowych do boju.",prep
po skończonym,"Zadowolę się jałmużną, datkiem jakim skromnym, a i to nie z góry bynajmniej, lecz PO SKOŃCZONYM dziele.",prep
na cześć,"Obmyta wodą chrztu otrzymuję imię Anna, NA CZEŚĆ świętej, której krakowski kościół poszedł w 1407 z dymem, podpalony w wyniku bezradności rozjuszonych Krakowian.",prep
w imieniu,Jadą W IMIENIU królestwa polskiego - zmarszczył ciemną brew Spytek z Melsztyna.,prep
na uwadze,Klasyfikacji skazanych dokonuje się mając NA UWADZE następujące cechy.,prep
pod tytułem,"Spełniło się to, co życie zapisało mu sekretnym atramentem w rozdziale POD TYTUŁEM ""miłość"".",prep
w osobie,"Naoczny przykład miałeś wczoraj, W OSOBIE pana Jana z Krawarz.",prep
