expression,context,category
до того часу,"Зустрінеш, обов'язково зустрінеш! Я ДО ТОГО ЧАСУ помру! Ви нічого не розумієте!",adv_pred
перед очима,"Білявій хвойді треба було у нього ПЕРЕД ОЧИМА весь час бути та й ініціативу якусь виявляти, а не глузувати з нього…",adv_pred
останнім часом,ОСТАННІМ ЧАСОМ на пиво слід ходити з власними банками.,adv_pred
більш-менш,"Розглядалися різні умоглядні конструкції, більш-менш правдоподібні, більш-менш логічні, але жодна з них не передбачала такого вибору Синоду.",adv_pred
раз у раз,"Дорогі миряни,   сказав отець Лукіч, РАЗ У РАЗ позираючи в бік свого беемве, біля якого крутились діти з житлових масивів,   у благословенному місці зібралися ми сьогодні.",adv_pred
по сутi,"ПО СУТІ, партія більшовиків брала на озброєння есерівську аграрну програму.",adv_pred
не тільки,Про глиняний горщик і НЕ ТІЛЬКИ…,conj
так і,"Але, перебуваючи в високих тропіках всього в декількох градусах на північ від екватора, вам доведеться мати справу як зі спекою (завжди), ТАК І з палючим сонцем (коли небо чисте, рідше).",conj
а й,"Без усякого сумніву, подія ця знакова не тільки для УГКЦ, А Й для усього українського християнського люду.",conj
оскільки,"Офіційні представники влади міста Амстердам та музею Анни Франк стверджують, що дерево заражене грибком і становить небезпеку для здоров'я людей, ОСКІЛЬКИ, на їхню думку, йому загрожує неминуче падіння.",conj
та й,"Це треба розуміти людям, що вважають себе українськими патріотами (незалежно від регіональної приналежності), ТА Й усім лояльним громадянам держави.",conj
як і,"Кухня Майорки, ЯК І кухні схожих зон Середземномор'я, заснована на хлібі, овочах та м'ясі (переважно свинині) та використовує оливкову олію для приготування всіх страв.",conj
так що,"Так що, в разі прийняття затулінського закону рятувати Україну буде нікому…",conj
а також,"Горщиками в господарстві послуговувалися ще для зберігання продуктів і рідин, готових страв і напоїв, для лікувальних потреб, А ТАКОЖ в обрядово-ритуальній практиці.",conj
хоча б,"Злочин визнається скоєним на території України, якщо його виконавець або хоча б один зі співучасників діяв на території України.",conj
для того щоб,"Конфігурація горщика пристосована для того, щоб раціонально використовувати жар вугілля.",conj
тим більше,"Цікаво послухати, а ТИМ БІЛЬШЕ дати і свою «безцінну» пораду СЗР.",conj
хоча й,"Тигр, як усебічно розвинутий атлет, може дертися вгору (ХОЧА Й не надто вправно), плавати, стрибати на велику відстань, а також тягнути до себе із силою, що дорівнює силі п'ятьох міцних людей.",conj
якщо не,"Якщо не буде визнано за необхідне застосування до психічно хворого примусових заходів медичного характеру, а також у разі припинення таких заходів, суд може передати його під опіку родичів або офіційним опікунам за умови обов'язкового лікарського нагляду.",conj
у тому числі,"Це призвело до того, що два види риб вимерли, а два інших виявилися під загрозою зникнення, У ТОМУ ЧИСЛІ - горбатий головень.",conj
тільки-но,"Будьте певні, що ТІЛЬКИ-НО ви дістанетесь  причалу, все стане цілком очевидним. Ви зустрінете інших човнових автостопників, і вони поділяться з вами своєю інформацією.",conj
так само як,ТАК САМО ЯК і в питанні про свободу слова.,conj
та ще,А щоб з дівкою! ТА ЩЕ й з такою грамотною!,conj
ну а,"НУ, А що ти будеш писати? - запитав його Гога, одягаючи пальто.",conj
начебто,"Менеджер мерзлякуватий (обмахується віялом, НАЧЕБТО йому жарко).",conj
як не,"Хрипкого ворохобного гавкоту, ЯК НЕ дивно, не було чути.",conj
після того як,"ПІСЛЯ ТОГО, ЯК опір групи Бухаріна було зламано, перегляду цього рішення нічого не перешкоджало.",conj
що стосується,"Ну а ЩО СТОСУЄТЬСЯ самого принципу, я впевнений в його реальності.",conj
хоч і,"Мова, котрій готували долю мови полабських слов'ян або зниклих прусів, вкрай повільно, вкрай непослідовно, але виходить з глухого кута, поступово, ХОЧ І з великим скрипом, стає справді державною.",conj
тим більше що,ТИМ БІЛЬШЕ ЩО телеглядачі все більше відчувають утому й роздратування.,conj
перш ніж,"Тим не менше, це серйозна проблема, і її треба вирішувати. Мине багато років, ПЕРШ НІЖ будуть збудовані корисні термоядерні реактори.",conj
і хоча,"Непрямим є умисел, коли особа усвідомлює суспільно небезпечний характер свого діяння (дії або бездіяльності), передбачає його суспільно небезпечні наслідки І ХОЧА не бажає, проте свідомо допускає (дозволяє) їх настання.",conj
так щоб,"До речі, горщик наповнювали ТАК, ЩОБ він був близько трьох сантиметрів неповним.",conj
а саме,"Це дослідження присвячене лише одній із функцій горщика, А САМЕ приготуванню в ньому страв у печі.",conj
в тому числі і,"Ретроспективно проаналізовано 554 цикли ЕКЗ, досліджено частоту й фактори ризику виникнення ПВ, У ТОМУ ЧИСЛІ Й гетеротопічної.",conj
а між тим,"А МІЖ ТИМ Сталін вступив у світову війну союзником Гітлера, таким самим агресором, як і він, домовившись заздалегідь про розподіл Європи.",conj
від того що,"Дімка прокинувся ВІД ТОГО, ЩО хтось його термосив і кричав.",conj
незважаючи на те що,"І це, НЕЗВАЖАЮЧИ НА ТЕ, ЩО на обгортці паперу велика жирна синя стрілка чітко вказувала, яким боком пхати папір…",conj
у той час коли,"У той час, коли навіть керівництво собі такого не дозволяє…",conj
але ж,"Але ж  як добре справді! - сказав він раптом, ніби осяяний новою ідеєю.",conj
після чого,"Приїхавши до Варшави, боксери йшли на стадіон і оптом сплавляли весь товар, ПІСЛЯ ЧОГО святкували чергову перемогу вітчизняного параолімпійського руху.",conj
як би не,"Але, де б я не був, ЯК БИ НЕ лютували навколо мене ворожі вітри, їм ніколи вже не загасити того вогню, що викресав з мене колись у човні дід Платон…",conj
якщо й,"А ЯКЩО Й розумів щось інтуїтивно, то хіба те, що смисл - це і є найбільша таємниця. ----Доречно використати лексему ""смисл"" як уявлення про щось або розуміння чогось. ""Сенс"" переважно означає ""раціональні підстави чогось"".",conj
доти доки,"Ви, звичайно, дуже нервуєте i, може, шiстнадцять разiв бiгаєте до провiдниці, благаючи її на потрiбнiй вам станцiї шамари підняти червоний прапорець i тримати його ДОТИ, ДОКИ останнiй тюк не викинуть iз вагона.",conj
хоч би,ХОЧ БИ шматочок запашного хлібця з сальцем.,conj
а то й,"І невідомо, ким стане, а раптом - неробою, нахлібником, А ТО Й злочинцем.",conj
лише б,Лише б не впустити крупинку запису в слиз на підлозі – жодних світляків не вистачить знайти…,conj
щодо,"Ну, ЩОДО витримки, то, мабуть, у цьому Евридам сильніший за Никофона…",conj
замість того щоб,"Замість того, щоб покінчити з виробничими відносинами, які змушували колгоспників красти власну продукцію, Сталін та його найближче оточення обрали шляхи репресії.",conj
стільки ж,"Знаю по собі, варто на місяць виїхати з Києва, як потім СТІЛЬКИ Ж часу треба знову входити в київське життя.",conj
чим більше,"Хоча, ЧИМ БІЛЬШЕ часу минає, тим очевидніше те, що багато хто добре розумів ще в наповнені космічною романтикою шістдесяті.",conj
хіба що,"ХІБА ЩО «варену» (цей давній напій українців називали ще варенухою, варьохою).",conj
само як,"«Я вас люблю, і пам'ятаю, і вам, ТАК САМО, ЯК і собі, лишаюся незмінно вірним»",conj
якщо тільки,"Звання президента України охороняється законом і зберігається за ним довічно, ЯКЩО ТІЛЬКИ президент України не був усунений з поста в порядку імпічменту.",conj
відтоді як,"Жінка дуже змінилася ВІДТОДІ, ЯК почався цей її роман.",conj
тільки б,Вони псують мені нерви! ТІЛЬКИ Б грошенята задарма отримувати.,conj
може бути,"А МОЖЕ БУТИ, колись у майбутньому — дадуть суспільству гори хліби й безодню могутності.",parenth
таким чином,"ТАКИМ ЧИНОМ, не треба було полишати особняк у ті святкові дні, коли годилося  трапезувати просто неба. / ТАКИМ ЧИНОМ, можна було не полишати особняк у ті святкові дні, коли годилося бенкетувати просто неба.",parenth
перш за все,"ПЕРШ ЗА ВСЕ вийми мене швидше зі своєї кишені, бо мені набридло сидіти на чомусь липкому.",parenth
крім того,"Крім того, в Австро-Угорщині українцям не довелося перебувати під гнітом такого жорстокого й тупого шовінізму, як українцям Російської Iмперії.",parenth
у такому разі,"У ТАКОМУ РАЗІ цікаво було б почути, що думає про мову нашої держави перша леді України.",parenth
у будь-якому разі,"Що ж, доживемо до понеділка, хоча й він не обіцяє нам спокою, У БУДЬ-ЯКОМУ РАЗІ, у телевізійному просторі.",parenth
між іншим,Були сказані наче МІЖ ІНШИМ дві чи одна фраза.,parenth
мені здається,"МЕНІ ЗДАЄТЬСЯ, перші зерна думки були посіяні відомим фантазером Ж. Верном.",parenth
разом з тим,"РАЗОМ З ТИМ, — погодився із ним Сава, — Дивись, яка справа — ніхто не рекламує ритуальні послуги.",parenth
сказати б,"Я, СКАЗАТИ Б, усе життя вчився думати, долати труднощі, вирішувати питання і завдання.",parenth
можна сказати,"Це, МОЖНА СКАЗАТИ, взірець ставлення до рідної мови.",parenth
по суті,"Які ж вони всі, по суті, були більшовики, які нелюди.",parenth
дякувати богові,"Але ДЯКУВАТИ БОГОВІ, цей гидкий зиґзаґ нас полишає.",parenth
як відомо,"Тургенєв, наприклад, у тих же 40-х роках дає свої «Записки охотника», у яких, ЯК ВІДОМО, ідеалізує селянина й підносить його крізь призму свого ліберально-поміщицького світогляду.",parenth
на думку,"Власне, НА ДУМКУ байдарочника, до розряду «зайве» належить усе перелiчене.",parenth
скоріше за все,"Ми порадимось з Олесем Iвановичем на кухні і, СКОРІШЕ ЗА ВСЕ, дозволимо тобі те, що ти в нас просиш.",parenth
на його думку,"Безкрилий реалізм Крабба не міг, НА ЙОГО ДУМКУ, передати усю повноту, всю чарівність і всю велич сільського життя. - ""за його думкою"" взагалі невірно!",parenth
одним словом,"ОДНИМ СЛОВОМ, творчий елемент, елемент саморозвитку, самобутності переважав.",parenth
більше того,"БІЛЬШЕ ТОГО, потрібно використовувати свій авторитет, аби всебічно підсилювати цю різницю.",parenth
на мій погляд,"На роль передвісника вітчизняної НФ, НА МІЙ ПОГЛЯД, Ціолковській явно не тягне.",parenth
у принципі,"У принципі, подобається, — заклопотано відповів Славік, підійшов до них і сів на пластиковий стілець.",parenth
звичайно ж,"І йдеться, ЗВИЧАЙНО Ж, зовсім не про популяризацію цієї поезії, як вважає критик.",parenth
мені здавалося,"Мені здавалося, що в неї вишневе варення на губах. -""конфітура"" - діалектизм.",parenth
так би мовити,"Я тут всім написав фронт робіт, так би мовити..",parenth
треба сказати,"А ТРЕБА СКАЗАТИ, що король пресуворо заборонив своїм підданим називати зятя поросям.",parenth
дай боже,"ДАЙ БОЖЕ, ДАЙ БОЖЕ… а проте, я на його місці ні з ким в альянс не вступав би…",parenth
так чи інакше,"Так чи інакше, чутки про клуб і далі поширювались.",parenth
якщо хочете,"І навіть, якщо хочете, необхідно.",parenth
заради бога,"— Ваша королівська величносте! Мовчіть! Мовчіть, ЗАРАДИ БОГА! — закричав Янкель.",parenth
як кажуть,"Відпав Парамонов, відпав, як кажуть, стопроцентно.",parenth
без сумніву,"А може видати крокодила, який БЕЗ СУМНІВУ допоміг Морісові.",parenth
з моєї точки зору,"Навіть зараз, З МОЄЇ ТОЧКИ ЗОРУ, немає достатнього розуміння в світі саме міжнародного значення України.",parenth
іншими словами,"Іншими словами, їм цікаво: як ми здатні поводити себе в найнелогічніших умовах?",parenth
до речі,"до речі, на початку 90-х Iвану Дем'янюку вже доводилось бувати на лаві підсудних.",parenth
судячи з усього,"Судячи з усього, МВС дійсно дуже заважає комусь, хто прагне електорального тріумфу.",parenth
нічого робити,"Нічого робити, стали ми годувать воли, а тут прийшов Сидор Карпович.",parenth
як бачите,"Ви хотіли спитати: «як? Тебе, Ганнуся, ще не з'їли?» ЯК БАЧИТЕ, ще не з'їли… та вже доїдали!…",parenth
власне кажучи,"ВЛАСНЕ КАЖУЧИ, перша категорія творить мистецтво, а дві інші перетворюють його в надбання культури.",parenth
хоч би там як,"ХОЧ БИ ТАМ ЯК, ― невдовзi по тому я намислив одружитись.",parenth
чорт забирай,"чорт забирай, зовсім молодий хлопець.",parenth
коротше кажучи,"Коротше кажучи, поводьмося чесно в очах всіх людей!",parenth
цілком імовірно,"До речі, Бімові недоступні такі глибокі думки; незрозуміло було й те, на якій підставі його не пускають у двері, в які він чесно дряпався, довірливо і простодушно, і за якими, ЦІЛКОМ ІМОВІРНО, був його друг.",parenth
не дай бог,"І якщо, НЕ ДАЙ БОГ, зі мною завтра щось трапиться, я б хотів, аби мене поховали тут — на території тзов «лихуй і сини»!",parenth
може виявитися,"А тут несподіванок МОЖЕ ВИЯВИТИСЯ більше! Над головою нависали хмари, здавалося, до них можна дотягнутися рукою.",parenth
треба думати,"Треба думати, не тільки мені, а й моєму співбесідникові зараз кипіло на душі.",parenth
як з'ясувалося,"Як з'ясувалося, вона вже навіть устигла колись побувати одруженою.",parenth
чесно кажучи,"Самим життям обкатаний, і ЧЕСНО КАЖУЧИ я завжди вважав, що типова угода у нашій справі цілком згодиться…",parenth
за чутками,"А те, що клуб, ЗА ЧУТКАМИ, кришує губернатор, теж особливого резонансу не викликало — нічого іншого від губернатора, в принципі, й не чекали.",parenth
треба гадати,"Треба гадати, лише Сибір виготовляє відьминих мітел більше, ніж потрібно для відьом усього світу.",parenth
як водиться,"Як водиться, якось увечері на трякій машині під'їхала повноважна комісія.",parenth
як би,"Я торкав човни, крадькома залазив у них, гойдався і мріяв, ЯК БИ попливти у вільний простір.",part
все ж,"І ВСЕ Ж безуспішність спроб реалізувати в масовому масштабі заходи щодо організаційно-господарського зміщення колгоспів, які добре себе зарекомендували в передових артілях, пояснювалася, насамперед, не особливостями селянської психології, а руйнівним впливом продрозкладки.",part
ще і,"Засуджений винен ЩЕ І в іншому злочині, вчиненому ним до постановлення попереднього вироку.",part
чи що,"Дай мені хоч якусь премію, ЧИ ЩО?",part
до того ж,"До того ж, інформацію про це ще можна зібрати в польових етнографічних експедиціях, тому етнографам необхідно звертати увагу на даний аспект.",part
навряд чи,"У цьому плані, звичайно, НАВРЯД ЧИ він зможе змагатися з російським аналогом.",part
не те що,"Що то люди живуть, НЕ ТЕ ЩО ми – світа білого за роботою не бачимо…",part
от наче,"От наче все, як завжди: сидять, гомонять, мислі сообчають, сумнєнія в природі виражають.",part
чи не,"До речі, ЧИ НЕ вперше за історію українського слова друкованим способом відтворюється великоруська експресивна лексика.",part
ледь не,"Я смикаюсь до відсіку, але кеп хапає за плече, ЛЕДЬ НЕ вивертаючи з суглоба.",part
не iнакше,Тiльки Гаша НЕ IНАКШЕ всьому флоту свою кураївську термiнологiю нав'язав.,part
нічого подібного,Адже НІЧОГО ПОДІБНОГО в мене не було зімою.,part
не те щоби,"І НЕ ТЕ ЩОБИ їм це не подобалось, просто одного разу вона сама запропонувала перевезти до нього речі.",part
не інакше як,А трансформаторну будку спорудив НЕ ІНАКШЕ ЯК сам Ле Гарбузьє.,part
так ніби,"То є ціпок, ціпок  ― така палиця, так ніби хлопчик.",part
мало не,"Вона перебувала в стані МАЛО НЕ завершеної вагітности й упродовж (протягом) якихсь трьох-чотирьох тижнів мала народити дитину. ""Мало не"" - зовсім некоректний переклад. ""На протязі"" - так само невірно.",part
ну гаразд,"Ну гаразд… крізь розчинені двері обширної кам'яної споруди, єдиної кам'яної у всьому селищі, ян побачив три жаркі багаття і між ними яскраво-червону квітку на блакитному стеблі.",part
саме що,А САМЕ ЩО кавун можна їсти й без ножа та виделки.,part
аж ніяк,Впізнаєш місця? Аж ніяк. Цього моря я ніколи не бачив.,part
усього-на-всього,"Я тепер УСЬОГО-НА-ВСЬОГО армійський капрал, навчаю селюків, яка нога права, яка — ліва.",part
ні-ні та,"І ні-ні, та й нагадає про себе відома ідея щодо «тягаря цивілізованого землянина», який нібито несе відсталому зоряному племені культуру та дари цивілізації, — очевидна трансформація кіплінговського «тягаря білої людини»…",part
все ж таки,"Багато що оплачував спортивний клуб, але треба було мати пристойний одяг, ВСЕ Ж ТАКИ за кордон.",part
отож-бо,Ви мовчите?. ОТОЖ-БО й є… але вернімося де нашої розмови.,part
аж ні,"Ми думали – все, хана капітану, з'їхав мужик. АЖ НI, кожному знайшов, чим зайнятися, доки видно.",part
як би не так,"Дзуськи! ЯК БИ НЕ ТАК!.. На, ший!",part
ти дивись,"Хтось інший плюне, а їй треба, ТИ ДИВИСЬ.",part
не те щоб,"НЕ ТЕ ЩОБ буквально краде, але послуговується.",part
разом з,"Впродовж часу форма українських горщиків змінювалася, еволюціонуючи РАЗОМ З гончарною технологією, пристосовуючись до теплотехнічних споруд, у яких готувалися страви.",prep
незважаючи на,"НЕЗВАЖАЮЧИ НА всі історичні та культурологічні роз'яснення, критики України як у Росії, так і в нашій країнініяк не можуть (чи принципово не хочуть) відмовитися від абсолютно невиправданої схильності протиставляти українське й галицьке, роблячи Галичину й галичан своєю улюбленою мішенню.",prep
у кінці,Вагони метроплюс завжди знаходяться У КІНЦІ поїзда ближче до кейптауна.,prep
поруч з,Тепер ми надаємо слово нашому головному економістові. Прошу (скромно сідає ПОРУЧ З юрієм). Економіст.,prep
у якості,"Навіть традиційно не всі саами займалися великомасштабним оленярством, а жили за рахунок рибальства, полювання і т. п., тримаючи оленів зазвичай У ЯКОСТІ тяглових тварин.",prep
у вигляді,"Майже всі комп'ютери, котрі використовуються сьогодні, засновані на обробці інформації, закодованої У ВИГЛЯДІ двійкових чисел.",prep
із боку,"Навіщо їм демонстраційний ефект для решти України на кшталт того впливу, що був на НДР ІЗ БОКУ ФРН.",prep
за допомогою,Назва «золільник» похідна від способу використання цього посуду ― у ньому кип'ятили воду для заливання одягу в жлуктах під час зоління (прання ЗА ДОПОМОГОЮ золи).,prep
з приводу,Сьогодні у Верховній Раді України знову відчувається політична метушня З ПРИВОДУ цього закону.,prep
у зв'язку зі,"Сьогодні в громаді міста Ред-Лейк, де відбулися похорони Джеффа Вайза та трьох з дев'яти жертв, поширилася новина, що ще один учень потрапив під арешт У ЗВ'ЯЗКУ ЗІ стріляниною у школі 21 березня.",prep
під час,У РАЗІ введення воєнного чи надзвичайного стану в Україні Верховна Рада України збирається у дводенний термін без скликання.,prep
на початку,Які пишні левади та городи в селі Трушках в Васильківщині НА ПОЧАТКУ літа.,prep
дивлячись на,"Коли я п'яний, то, ДИВЛЯЧИСЬ НА інших, думаю, ніби п'яні всі вони.",prep
у галузі,"Дослідження в галузі ШІ включають у себе створення машин для автоматизації завдань, що вимагають інтелектуальної поведінки.",prep
за рахунок,Кожен має право на відшкодування ЗА РАХУНОК держави чи органів місцевого самоврядування матеріальної та моральної шкоди.,prep
відповідно до,Під час війни за незалежність тринадцять штатів вперше сформували слабкий центральний уряд — конгрес був його єдиним компонентом — ВІДПОВІДНО ДО статей конфедерації.,prep
не без,"У мене є знайомі, — відповів йому Славік НЕ БЕЗ гідності.",prep
судячи з,"Та ось найголовніше: ми вже випустили пелюстки, вже проминули, СУДЯЧИ З показань висотоміра, хмари, а в ілюмінаторах темно, хоч в око стрель.",prep
на користь,"І навіть якщо вона хоч трохи НА КОРИСТЬ Україні, то її слід взяти до уваги й підтримати.",prep
на відміну від,"Дехто висловлював припущення, що мешканці Третьої планети просто хочуть дізнатися про умови життя на Хмарній планеті, поверхня якої завжди схована під хмарами  — НА ВІДМІНУ ВІД усіх інших, які можна вільно розглядати в телескоп.",prep
у застосуванні до,"У застосуванні до людської істоти цілісність означає, що на вас можна покластися—на вас можна розраховувати.",prep
на основі,Закони та інші нормативно-правові акти приймаються НА ОСНОВІ конституції України і повинні відповідати їй.,prep
з огляду на,"Одним словом, ті, кого серед постійних клієнтів не було з огляду на професійну зайнятість.",prep
у порівнянні з,"У порівнянні з тією фірмою, де я працювала до цього, це – небо і земля!",prep
в мiру,Тяжкість обносу зменшується в міру віддалення від нього в часі й просторі.,prep
на підставі,"Особа, яка вчинила злочин, звільняється від кримінальної відповідальності у випадках, передбачених цим кодексом, а також НА ПІДСТАВІ закону України про амністію чи акта помилування.",prep
заради,Тимошенко ЗАРАДИ влади може займати будь-яку позицію під будь-яким прапором.,prep
із допомогою,"Ці звинувачення набагато легше можна спростувати завдяки свідченням спостережень, ніж із допомогою теорії.",prep
з метою,"Дія або бездіяльність особи, що заподіяла шкоду правоохоронюваним інтересам, визнається правомірною, якщо вона була вчинена З МЕТОЮ виконання законного наказу або розпорядження.",prep
в рамках,"Їм німці на півмільйона апаратури завезли, цілий цех побудували В РАМКАХ реабілітаційної програми.",prep
в числі,"Вигнаний В ЧИСЛІ гетьманських недобитків з України у вісімнадцятому році, недолугий син волинського попа Євген Грибовський прожив за кордоном двадцять п'ять років.",prep
в ході,"4 лютого в програмі «Я так думаю» Анни Безулик на «5 каналі» обговорювали феноменальні зміни правил гри В ХОДІ самої гри, тобто внесення поправок до закону про вибори президента України за два дні до голосування в другому турі.",prep
в залежність від,"Заради чого він, пагін Матвієвого роду, гине, приповз до краю безодні, щоб щезнути, нічого доброго не зробивши в житті, попавши В ЗАЛЕЖНІСТЬ ВІД свого тіла, що денно й нощно волало, вимагало ― дай!",prep
аж до,Лавина голодних смертей наростала з місяця в місяць АЖ ДО початку літа.,prep
в очах,"Цивільного і політичного зрівняння євреїв не досить, аби підвищити їх В ОЧАХ народів.",prep
у процесі,"Ці теорії передбачають, що в людей є певні потреби та/або бажання, котрі накопичуються всередині у процесі дорослішання.",prep
в умовах,"Якщо особа не усвідомлювала і не могла усвідомлювати помилковості свого припущення, але при цьому перевищила межі захисту, що дозволяються В УМОВАХ відповідного реального посягання, вона підлягає кримінальній відповідальності як за перевищення меж необхідної оборони.",prep
упродовж,"Тарас Михайлович – спеціаліст, 35-40 років,упродовж всього спектаклю у джинсах та светрі або картатій сорочці.",prep
поряд з,"Навпаки, ми порадимо — хоч наша порада може видатись непатріотичною — українцям читати Решетнікова ПОРЯД З Левицьким, Мирним, Федьковичем та Франком.",prep
у межах,"Нецивілізована дитина, яку виростили тварини, поводиться майже так само (У МЕЖАХ фізичних можливостей), як і відповідні тварини-піклувальники, наприклад, ставиться до людей зі страхом або байдужістю.",prep
за винятком,"Позбавлення волі встановлюється на строк від одного до п'ятнадцяти років, ЗА ВИНЯТКОМ випадків, передбачених загальною частиною цього кодексу.",prep
незалежно від,"Це треба розуміти людям, що вважають себе українськими патріотами (НЕЗАЛЕЖНО ВІД регіональної приналежності), та й усім лояльним громадянам держави.",prep
неподалік від,"Старий дім був НЕПОДАЛІК ВІД опери, до нього ще не добралися новітні покупці.",prep
у районі,Метеорологічна служба Iсландії також не повідомляла про будь-які ознаки сейсмічної В РАЙОНІ Гекла протягом останніх 48 годин.,prep
після закінчення,"Це сталося зі мною позавчора, 3 березня, великопісної середи, у перший день ПІСЛЯ ЗАКІНЧЕННЯ карнавалу.",prep
на честь,"НА ЧЕСТЬ Iрусі Людмила Харитонівна і Олесь Iванович купили триста грамів печива, поклали до вазочки.",prep
